fold,split,metric,iteration,value
1,learn,TotalF1:average=Macro,1,0.5350533560683381
1,learn,TotalF1:average=Macro,2,0.5841287617150088
1,learn,TotalF1:average=Macro,3,0.5838611339805565
1,learn,TotalF1:average=Macro,4,0.5931749932991346
1,learn,TotalF1:average=Macro,5,0.6029465002432446
1,learn,TotalF1:average=Macro,6,0.6086741291041826
1,learn,TotalF1:average=Macro,7,0.6077308472264782
1,learn,TotalF1:average=Macro,8,0.6111222195086061
1,learn,TotalF1:average=Macro,9,0.624087659026838
1,learn,TotalF1:average=Macro,10,0.62330759419729
1,learn,TotalF1:average=Macro,11,0.6373491035880325
1,learn,TotalF1:average=Macro,12,0.6446018004886228
1,learn,TotalF1:average=Macro,13,0.6445253238809361
1,learn,TotalF1:average=Macro,14,0.6464362507531798
1,learn,TotalF1:average=Macro,15,0.6531690157557266
1,learn,TotalF1:average=Macro,16,0.6572128093478722
1,learn,TotalF1:average=Macro,17,0.6637328601527164
1,learn,TotalF1:average=Macro,18,0.6668517355496348
1,learn,TotalF1:average=Macro,19,0.6674380986896159
1,learn,TotalF1:average=Macro,20,0.6685872031032354
1,learn,TotalF1:average=Macro,21,0.6746637448265704
1,learn,TotalF1:average=Macro,22,0.6790224850209212
1,learn,TotalF1:average=Macro,23,0.6783440151758682
1,learn,TotalF1:average=Macro,24,0.6786575794341506
1,learn,TotalF1:average=Macro,25,0.6812547177630067
1,learn,TotalF1:average=Macro,26,0.6844193169280339
1,learn,TotalF1:average=Macro,27,0.6845053176058705
1,learn,TotalF1:average=Macro,28,0.6958652988870132
1,learn,TotalF1:average=Macro,29,0.6986453155860242
1,learn,TotalF1:average=Macro,30,0.6984462974133113
1,learn,TotalF1:average=Macro,31,0.6981761711160399
1,learn,TotalF1:average=Macro,32,0.7058940086464187
1,learn,TotalF1:average=Macro,33,0.7068377003439528
1,learn,TotalF1:average=Macro,34,0.7073125306805441
1,learn,TotalF1:average=Macro,35,0.7071112465626093
1,learn,TotalF1:average=Macro,36,0.7084847766352282
1,learn,TotalF1:average=Macro,37,0.708906136105515
1,learn,TotalF1:average=Macro,38,0.711538106829874
1,learn,TotalF1:average=Macro,39,0.7125795079074125
1,learn,TotalF1:average=Macro,40,0.7224671826038322
1,learn,TotalF1:average=Macro,41,0.722520167384944
1,learn,TotalF1:average=Macro,42,0.7223624128804
1,learn,TotalF1:average=Macro,43,0.7259299987587635
1,learn,TotalF1:average=Macro,44,0.7264429956100125
1,learn,TotalF1:average=Macro,45,0.7298970741174675
1,learn,TotalF1:average=Macro,46,0.7344081872317876
1,learn,TotalF1:average=Macro,47,0.7355096931219434
1,learn,TotalF1:average=Macro,48,0.7362424150880381
1,learn,TotalF1:average=Macro,49,0.7370485341472632
1,learn,TotalF1:average=Macro,50,0.7415507455083921
1,learn,TotalF1:average=Macro,51,0.7424318814130669
1,learn,TotalF1:average=Macro,52,0.7452195504964618
1,learn,TotalF1:average=Macro,53,0.7481098520089389
1,learn,TotalF1:average=Macro,54,0.7514355488543767
1,learn,TotalF1:average=Macro,55,0.7525507710404806
1,learn,TotalF1:average=Macro,56,0.7527907257358968
1,learn,TotalF1:average=Macro,57,0.7550923869982101
1,learn,TotalF1:average=Macro,58,0.755904302379812
1,learn,TotalF1:average=Macro,59,0.7558499770234844
1,learn,TotalF1:average=Macro,60,0.7573968428590702
1,learn,TotalF1:average=Macro,61,0.7569865951340515
1,learn,TotalF1:average=Macro,62,0.7571265070338336
1,learn,TotalF1:average=Macro,63,0.7585608040257152
1,learn,TotalF1:average=Macro,64,0.7599239737925152
1,learn,TotalF1:average=Macro,65,0.761299018952935
1,learn,TotalF1:average=Macro,66,0.7625757296752553
1,learn,TotalF1:average=Macro,67,0.7620135325845238
1,learn,TotalF1:average=Macro,68,0.7630901435685445
1,learn,TotalF1:average=Macro,69,0.763080512471856
1,learn,TotalF1:average=Macro,70,0.7653246364038154
1,learn,TotalF1:average=Macro,71,0.7652598403647402
1,learn,TotalF1:average=Macro,72,0.7662659389818935
1,learn,TotalF1:average=Macro,73,0.7661518637984687
1,learn,TotalF1:average=Macro,74,0.7671268472976607
1,learn,TotalF1:average=Macro,75,0.7681831290729783
1,learn,TotalF1:average=Macro,76,0.7689148441704261
1,learn,TotalF1:average=Macro,77,0.7702344410574763
1,learn,TotalF1:average=Macro,78,0.7720904926899159
1,learn,TotalF1:average=Macro,79,0.7730963448229496
1,learn,TotalF1:average=Macro,80,0.7739947900165322
1,learn,TotalF1:average=Macro,81,0.7741547461331
1,learn,TotalF1:average=Macro,82,0.7749671953257253
1,learn,TotalF1:average=Macro,83,0.7753402949044496
1,learn,TotalF1:average=Macro,84,0.7761849220885495
1,learn,TotalF1:average=Macro,85,0.7775185798515207
1,learn,TotalF1:average=Macro,86,0.7780002046676944
